Day,Mom (M:V),Ipilov (A:B),Yocuyax (V:B),Kanib (V:M),Aqajoq (V:C),Nitope (A:V),Fiv (C:V),Ifud (A:A),Oheciya (M:M),Zop (B:A),
2,2,
3,4,
4,7,1,
5,8,3,
6,8,8,
7,10,9,
8,11,13,
9,12,14,
10,12,14,1,
11,12,14,3,
12,12,14,3,
13,12,15,6,
14,13,15,6,
15,14,17,6,
16,14,19,7,
17,14,21,8,1,
18,14,23,8,1,
19,14,25,8,3,1,
20,14,26,8,3,1,
21,14,28,8,3,1,
22,14,29,8,3,2,
23,14,29,9,5,3,
24,14,31,10,5,3,
25,14,32,10,7,3,
26,14,32,10,7,3,
27,14,33,10,7,3,
28,14,33,10,7,3,
29,14,34,10,7,3,1,
30,14,36,10,7,3,1,
31,14,37,10,7,3,1,
32,14,38,10,7,3,1,
33,14,39,10,7,3,2,
34,14,40,10,7,3,3,
35,14,42,10,7,3,3,
36,14,42,10,7,3,3,
37,14,42,10,7,3,5,
38,14,42,10,7,3,6,
39,14,44,10,7,4,6,
40,14,45,10,7,5,7,
41,14,45,10,7,6,9,
42,14,50,10,7,6,9,
43,14,52,10,7,6,9,
44,14,54,10,7,6,9,
45,14,56,10,7,6,11,
46,14,60,10,7,6,11,
47,14,61,10,7,6,12,
48,14,61,10,7,6,12,
49,14,62,10,7,7,12,
50,14,63,10,7,7,12,1,
51,14,67,10,7,7,13,1,
52,14,67,10,7,7,13,1,
53,14,67,10,7,7,14,1,
54,14,70,10,7,7,18,2,
55,14,70,10,7,8,19,2,
56,14,70,10,7,8,20,2,
57,14,70,10,7,8,23,2,
58,14,70,10,7,8,24,2,
59,14,70,10,7,9,24,2,
60,14,71,10,7,9,24,2,1,
61,14,71,10,7,9,24,2,1,
62,14,72,10,7,9,24,2,2,1,
63,14,73,10,7,9,24,2,2,1,
64,14,75,10,7,9,24,2,3,2,
65,14,76,10,7,9,24,2,3,3,
66,14,76,10,7,9,24,2,4,6,
67,14,76,10,7,9,24,2,5,6,
68,14,76,10,7,9,25,2,5,8,
69,14,76,10,7,9,26,2,6,9,1,
70,14,77,10,7,9,27,2,7,10,1,
71,14,77,10,7,10,27,2,8,10,1,
72,14,78,10,7,10,28,2,8,10,1,
73,14,79,10,7,10,28,2,9,10,1,
74,14,79,10,7,10,28,2,10,11,1,
75,14,79,10,7,10,28,2,11,11,1,
76,14,79,10,7,10,0,2,11,11,1,
77,14,79,10,7,10,0,2,11,13,1,
